"ITEM.NAME","FOOD","PORTION.SIZE","NFGD.Notes","TIMEFRAME","SEX","NFGD.Size.equivalent","Food.ID","NCode","Name","Age.Group","Sex","Size","GRAMWT_G_USDA","ENERGY_KCAL_USDA","PROTEIN_G_USDA","PROTEIN_G_.DV","VEGETABLE_PROTEIN_G_NDSR","VEGETABLE_PROTEIN_.DV","DIETARY_FIBER_G_USDA","DIETARY_FIBER_.DV","TOTAL_DIETARY_FIBER_G_NDSR","TOTAL_DIETARY_FIBER_.DV","RETINOL_MCG_USDA","RETINOL_MCG_.DV","VITAMIN_A_RAE_MCG_USDA","VITAMIN_A_RAE_MCG_USDA_.DV","BETA_CAROTENE_MCG_USDA","BETA_CAROTENE_MCG_.DV","ALPHA_CAROTENE_MCG_USDA","ALPHA_CAROTENE_MCG_.DV","BETA_CRYPTOXANTHIN_MCG_USDA","BETA_CRYPTOXANTHIN_MCG_.DV","LUTEIN_ZEAXANTHIN_MCG_USDA","LUTEIN_ZEAXANTHIN_MCG_.DV","LYCOPENE_MCG_USDA","LYCOPENE_MCG_.DV","VITAMIN_E_AS_ALPHA_TOCOPHEROL_MG_USDA","VITAMIN_E_AS_ALPHA_TOCOPHEROL_MG_.DV","VITAMIN_E_IU_NDSR","VITAMIN_E_IU_.DV","VITAMIN_K_MCG_USDA","VITAMIN_K_MCG_.DV","VITAMIN_C_MG_USDA","VITAMIN_C_MG_USDA_.DV","THIAMIN_VITAMIN_B1_MG_USDA","THIAMIN_VITAMIN_B1_MG_USDA_.DV","RIBOFLAVIN_VITAMIN_B2_MG_USDA","RIBOFLAVIN_VITAMIN_B2_MG_USDA_.DV","NIACIN_MG_USDA","NIACIN_MG_USDA_.DV","NIACIN_EQUIVALENTS_MG_NDSR","NIACIN_EQUIVALENTS_MG_NDSR_.DV","VITAMIN_B6_MG_USDA","VITAMIN_B6_MG_USDA_.DV","TOTAL_FOLATE_MCG_USDA","TOTAL_FOLATE_MCG_USDA_.DV","FOLATE_DFE_MCG_USDA","FOLATE_DFE_MCG_USDA_.DV","FOOD_FOLATE_MCG_USDA","FOOD_FOLATE_MCG_USDA_.DV","FOLIC_ACID_MCG_USDA","FOLIC_ACID_MCG_USDA_.DV","CALCIUM_MG_USDA","CALCIUM_MG_USDA_.DV","PHOSPHORUS_MG_USDA","PHOSPHORUS_MG_USDA_.DV","MAGNESIUM_MG_USDA","MAGNESIUM_MG_USDA_.DV","IRON_MG_USDA","IRON_MG_USDA_.DV","ZINC_MG_USDA","ZINC_MG_USDA_.DV","COPPER_MG_USDA","COPPER_MG_USDA_.DV","SELENIUM_MCG_USDA","SELENIUM_MCG_USDA_.DV","SODIUM_MG_USDA","SODIUM_MG_USDA_.DV","POTASSIUM_MG_USDA","POTASSIUM_MG_USDA_.DV","MANGANESE_MG_NDSR","MANGANESE_MG_NDSR_.DV","OMEGA_3_FATTY_ACIDS_G_NDSR","OMEGA_3_FATTY_ACIDS_G_NDSR_.DV","DAIDZEIN_MG_NDSR","DAIDZEIN_MG_NDSR_.DV","GENISTEIN_MG_NDSR","GENISTEIN_MG_NDSR_.DV","GLYCITEIN_MG_NDSR","GLYCITEIN_MG_NDSR_.DV","COUMESTROL_MG_NDSR","COUMESTROL_MG_NDSR_.DV","BIOCHANIN_A_MG_NDSR","BIOCHANIN_A_MG_NDSR_.DV","FORMONONETIN_MG_NDSR","FORMONONETIN_MG_NDSR_.DV","ALCOHOL_G_USDA","ALCOHOL_G_USDA_.DV","CARBOHYDRATE_G_USDA","CARBOHYDRATE_G_USDA_.DV","TOTAL_SUGARS_G_USDA","TOTAL_SUGARS_G_USDA_.DV","ADDED_SUGARS_BY_TOTAL_SUGARS_G_NDSR","ADDED_SUGARS_BY_TOTAL_SUGARS_G_NDSR_.DV","FRUCTOSE_G_NDSR","FRUCTOSE_G_NDSR_.DV","GALACTOSE_G_NDSR","GALACTOSE_G_NDSR_.DV","GLUCOSE_G_NDSR","GLUCOSE_G_NDSR_.DV","LACTOSE_G_NDSR","LACTOSE_G_NDSR_.DV","MALTOSE_G_NDSR","MALTOSE_G_NDSR_.DV","SUCROSE_G_NDSR","SUCROSE_G_NDSR_.DV","STARCH_G_NDSR","STARCH_G_NDSR_.DV","TOTAL_TRANS_FATTY_ACIDS_TRANS_G_NDSR","TOTAL_TRANS_FATTY_ACIDS_TRANS_G_NDSR_.DV","ERYTHRITOL_G_NDSR","ERYTHRITOL_G_NDSR_.DV","INOSITOL_G_NDSR","INOSITOL_G_NDSR_.DV","ISOMALT_G_NDSR","ISOMALT_G_NDSR_.DV","LACTITOL_G_NDSR","LACTITOL_G_NDSR_.DV","MALTITOL_G_NDSR","MALTITOL_G_NDSR_.DV","MANNITOL_G_NDSR","MANNITOL_G_NDSR_.DV","PINITOL_G_NDSR","PINITOL_G_NDSR_.DV","SORBITOL_G_NDSR","SORBITOL_G_NDSR_.DV","XYLITOL_G_NDSR","XYLITOL_G_NDSR_.DV","CAFFEINE_MG_USDA","CAFFEINE_MG_USDA_.DV","SUCRALOSE_MG_NDSR","SUCRALOSE_MG_NDSR_.DV","overall_nutrient_mean","overall_antinutrient_mean","Nutrient_density_numerator","Nutrient_Density_Score","percent_daily_value_nutrient_mean","percent_daily_value_antinutrient_mean","percent_daily_value_numerator","percent_daily_value_Nutrient_Density_Score"
"FFQ_44","Nuts ","1/4 cup, peanuts, almonds, trail mix",NA,"Servings in last 2 weeks",0,"1",NA,NA,NA,NA,NA,NA,30.75,180.735,7.075,14.15,7.53127506,15.0625501,2.955,10.5535714,3.11610712,11.128954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.495,29.9666667,6.89311358,45.9540905,0,0,0.04,0.04444444,0.06,5,0.17,13.0769231,2.785,17.40625,3.88377273,24.2735796,0.08,4.70588235,27.68,6.92,27.68,6.92,27.68,6.92,0,0,46.61,3.58538462,126.95,10.156,67.695,16.1178571,0.84,4.66666667,0.98,8.90909091,0.245,27.2222222,1.445,2.62727273,96.91,4.21347826,209.53,4.45808511,0.61957034,26.937841,0.00042033,0.03233304,0,0,0.00070055,0.000934066,0,0,0.00179842,0.00239789,0.00165372,0.00220495,4.9665e-05,6.622e-05,0,0,6.39,4.91538462,1.625,3.25,0.25624537,0.25624537,0.1468434,0.11295646,0.01315755,0.01012119,0.13534612,0.1041124,2.4577e-05,1.8905e-05,0.01661072,0.01277748,1.26668229,0.97437099,0.5756291,0.44279162,0.00106153,0.001061531,0,0,0.06232009,0.06232009,0,0,0,0,0,0,0,0,0.00078265,0.00078265,0,0,0,0,0,0,0,0,20.2418495476667,0.117843018904762,20.1240065287619,11.1345375985625,6.73280359044444,0.0941694612380952,6.63863412920635,3.67313145168692
"FFQ_44.1","Nuts ","1/4 cup, peanuts, almonds, trail mix",NA,"Servings in last 2 weeks",1,"1",NA,NA,NA,NA,NA,NA,28.59,167.815,6.59,13.18,7.06992112,14.1398422,2.755,9.83928571,2.94822183,10.5293637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.185,27.9,6.44975206,42.9983471,0,0,0.045,0.05,0.055,4.58333333,0.16,12.3076923,2.565,16.03125,3.65322031,22.832627,0.07,4.11764706,25.84,6.46,25.84,6.46,25.84,6.46,0,0,43.43,3.34076923,117.935,9.4348,62.715,14.9321429,0.775,4.30555556,0.91,8.27272727,0.23,25.5555556,1.28,2.32727273,83.13,3.61434783,195.135,4.15180851,0.57787349,25.1249343,0.00043036,0.03310438,0,0,0.00071726,0.000956349,0,0,0.00190413,0.00253884,0.00155982,0.00207976,5.8701e-05,7.8268e-05,0,0,5.96,4.58461538,1.58,3.16,0.34664457,0.34664457,0.1921064,0.14777415,0.01720559,0.01323507,0.17482666,0.13448205,3.3202e-05,2.554e-05,0.01618123,0.0124471,1.1844778,0.91113677,0.54379153,0.41830118,0.00117714,0.001177144,0,0,0.05851504,0.05851504,0,0,0,0,0,0,0,0,0.00105865,0.00105865,0,0,0,0,0,0,0,0,18.597039962,0.120762752952381,18.4762772090476,11.0099080589027,6.26378186713889,0.0973712982857143,6.16641056885317,3.6745288376207
"FFQ_45","Peanut butter ","2 tbsp, almond butter",NA,"Servings in last 2 weeks",0,"1","128","421.1","Nuts/seeds/ butters,",0,0,1,23.21,136.67,5.62,11.24,5.15769395,10.3153879,1.36,4.85714286,1.17332831,4.19045825,0.97,0.12125,0.97,0.10777778,0.06,0.0075,0,0,0,0,0,0,0,0,2.17,14.4666667,3.17168249,21.1445499,0.12,0.1,0,0,0.02,1.66666667,0.03,2.30769231,3.05,19.0625,3.80994179,23.8121362,0.12,7.05882353,18.32,4.58,18.45,4.6125,18.13,4.5325,0.19,0.0475,12.29,0.94538462,82.89,6.6312,37.48,8.92380952,0.46,2.55555556,0.67,6.09090909,0.11,12.2222222,1.27,2.30909091,99.93,4.34478261,145.92,3.10468085,0.38107715,16.5685717,0.01025851,0.78911615,0.04691902,0.06255869,0.08815358,0.117538107,0.01293464,0.01724619,0,0,4.1146e-05,5.4861e-05,0,0,0,0,4.83,3.71538462,2.19,4.38,1.74890877,1.74890877,0.02637636,0.02028951,0,0,0.03047405,0.02344158,0,0,0.00562965,0.0043305,2.30836507,1.77566544,0.9654919,0.74268608,0.02013173,0.02013173,0,0,0.04856641,0.04856641,0,0,0,0,0,0,0,0,1.5612e-05,1.5612e-05,0,0,0,0,0,0,0,0,14.012801347,0.245426645333333,13.7673747016667,10.0734431123631,4.07313409438889,0.20876360152381,3.86437049286508,2.82751920162807
"FFQ_45.1","Peanut butter ","2 tbsp, almond butter",NA,"Servings in last 2 weeks",1,"1","128","421.1","Nuts/seeds/ butters,",0,1,1,22.03,129.45,5.29,10.58,4.91649511,9.83299022,1.31,4.67857143,1.13659818,4.05927921,0.95,0.11875,0.95,0.10555556,0.07,0.00875,0,0,0,0,0.03,0.15,0,0,2.16,14.4,3.12135982,20.8090655,0.14,0.11666667,0,0,0.02,1.66666667,0.04,3.07692308,2.82,17.625,3.49007783,21.8129864,0.11,6.47058824,17.15,4.2875,17.28,4.32,16.96,4.24,0.19,0.0475,13.68,1.05230769,79.72,6.3776,36.61,8.71666667,0.45,2.5,0.64,5.81818182,0.11,12.2222222,1.2,2.18181818,95.16,4.1373913,139.09,2.9593617,0.35987395,15.6466935,0.01067007,0.82077462,0.08221058,0.10961411,0.15339614,0.204528187,0.02266783,0.03022377,0,0,6.6029e-05,8.8039e-05,0,0,0,0,4.69,3.60769231,2.06,4.12,1.60438234,1.60438234,0.02361463,0.0181651,0,0,0.02914898,0.02242229,0,0,0.01009995,0.00776919,2.14913799,1.65318307,1.03288962,0.79453048,0.02037553,0.02037553,0,0,0.04543875,0.04543875,0,0,0,0,0,0,0,0,2.8301e-05,2.8301e-05,0,0,0,0,0,0,0,0,13.4654999043333,0.234053147190476,13.2314467571429,10.2212798432931,3.93701963711111,0.198395002428571,3.73862463468254,2.88808392018736
"FFQ_46","Butter or Margarine ","2 pats",NA,"Servings in last 2 weeks",0,"1 pat - to correct for this, all data have been multiplied by 2","n/a",NA,NA,NA,NA,NA,NA,250,1.01,2.02,NA,0,NA,0,0,0,250,100,250,100,250,96,0,0,0,0,0,0,0,0,0,0,11.32,75.4666667,100,83.3333333,0.2,0.22222222,0.015,1.25,0.071,5.46153846,0.065,0.40625,0.073,0.45625,0.012,0.70588235,4,1,4,1,4,1,0,0,27,2.07692308,29,2.32,5,1.19047619,0.08,0.44444444,0.09,0.81818182,0,0,1,1.81818182,250,60.6086957,42,0.89361702,0,0,0.01,0.76923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.58461538,0.06,0.12,NA,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,0.4,0.4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA,0,42.0990689655172,0.0666666666666667,42.0324022988506,16.8129609195402,14.9112678852778,0.019047619047619,14.8922202662302,5.95688810649206
"FFQ_46.1","Butter or Margarine ","2 pats",NA,"Servings in last 2 weeks",1,"1 pat - to correct for this, all data have been multiplied by 2","n/a",NA,NA,NA,NA,NA,NA,250,1.01,2.02,NA,0,NA,0,0,0,250,100,250,100,250,96,0,0,0,0,0,0,0,0,0,0,11.32,75.4666667,100,83.3333333,0.2,0.22222222,0.015,1.25,0.071,5.46153846,0.065,0.40625,0.073,0.45625,0.012,0.70588235,4,1,4,1,4,1,0,0,27,2.07692308,29,2.32,5,1.19047619,0.08,0.44444444,0.09,0.81818182,0,0,1,1.81818182,250,60.6086957,42,0.89361702,0,0,0.01,0.76923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.58461538,0.06,0.12,NA,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,0.4,0.4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,NA,0,42.0990689655172,0.0666666666666667,42.0324022988506,16.8129609195402,14.9112678852778,0.019047619047619,14.8922202662302,5.95688810649206
"FFQ_47","High fiber/bran cereals ","1 med. bowl, granola or shredded wheat",NA,"Servings in last 2 weeks",0,"1","132","445.1","RTE cereal, granola,",0,0,1,47.46,200.81,5.06,10.12,4.93992796,9.87985591,3.66,13.0714286,2.39120199,8.5400071,105.4,13.175,105.75,11.75,1.93,0.24125,0,0,0.02,0.03773585,35,100,0,0,2.72,18.1333333,5.30923966,35.3949311,1.82,1.51666667,1.25,1.38888889,0.3,25,0.26,20,2.85,17.8125,3.05254193,19.0783871,0.94,55.2941176,191.32,47.83,250,77.84,19.79,4.9475,171.43,42.8575,25.38,1.95230769,148.41,11.8728,50.34,11.9857143,1.92,10.6666667,2.47,22.4545455,0.25,27.7777778,9.56,17.3818182,82.53,3.58826087,168.66,3.58851064,1.18977749,51.729456,0.10145395,7.80415008,2.59701387,3.46268516,3.51773518,4.690313579,0.57403966,0.76538621,0.00039934,0.00053246,0.00111536,0.00148715,0.00185894,0.00247858,0,0,33.43,25.7153846,11.99,23.98,14.4018793,14.4018793,6.04054098,4.64656999,0.44763196,0.34433228,5.45364418,4.19511091,1.46159673,1.12430518,0.26905476,0.2069652,3.48608939,2.68160722,7.47380124,5.74907788,0.0021119,0.002111899,0,0,0.0244262,0.0244262,0,0,0,0,0,0,8.4321e-05,8.4321e-05,0.07411216,0.07411216,0.00126142,0.00126142,9.5511e-05,9.5511e-05,0,0,0,0,37.5593867016667,1.86363476438095,35.6957519372857,17.7758836399013,16.1267595566389,1.59294949861905,14.5338100580198,7.23759277825798
"FFQ_47.1","High fiber/bran cereals ","1 med. bowl, granola or shredded wheat",NA,"Servings in last 2 weeks",1,"1","132","445.1","RTE cereal, granola,",0,1,1,48.73,199.32,4.86,9.72,5.42682592,10.8536518,3.79,13.5357143,2.73418653,9.7649519,121.63,15.20375,121.74,13.5266667,1.4,0.175,0,0,0,0,33.09,100,0,0,2.17,14.4666667,5.47225162,36.4816775,1.65,1.375,1.49,1.65555556,0.32,26.6666667,0.3,23.0769231,3.25,20.3125,3.51084982,21.9428114,1.01,59.4117647,202.91,50.7275,250,83.36,16.37,4.0925,186.52,46.63,26.13,2.01,143.72,11.4976,47.51,11.3119048,2.16,12,2.46,22.3636364,0.23,25.5555556,9.54,17.3454545,91.41,3.97434783,163.78,3.48468085,1.32481331,57.6005787,0.15219986,11.7076815,2.83916703,3.78555604,3.84583148,5.127775307,0.6276909,0.8369212,0.00049518,0.00066023,0.00121941,0.00162588,0.00206012,0.00274682,0,0,35.81,27.5461538,12.47,24.94,15.5971022,15.5971022,6.5698229,5.05370992,0.48952689,0.37655914,5.88981044,4.53062341,1.60904751,1.23772885,0.35601475,0.2738575,3.396828,2.61294461,8.20142247,6.30878651,0.00231236,0.002312363,0,0,0.02666027,0.02666027,0,0,0,0,0,0,0.0002783,0.0002783,0.08101121,0.08101121,0.00034806,0.00034806,5.7701e-06,5.7701e-06,0,0,0,0,39.4073425746667,2.01048529190952,37.3968572827571,18.7622201900247,17.0607870449167,1.71913943395714,15.3416476109595,7.69699358366422
"FFQ_48","Fortified cereals ","1 med bowl, Total, Wheaties, Kashi",NA,"Servings in last 2 weeks",0,"1","133","445.2","RTE cereal, highly fort,",0,0,1,41.32,128.46,3.44,6.88,3.9360152,7.8720304,6.63,23.6785714,6.74352732,24.0840261,211.82,26.4775,212.08,23.5644444,2.42,0.3025,0.82,0.1025,0.05,0.09433962,76.19,100,0,0,9.65,64.3333333,21.2602762,100,0.97,0.80833333,38.84,43.1555556,1.38,100,1.59,100,16.77,100,17.8163898,100,2.91,100,250,100,250,100,10.64,2.66,250,100,250,57.0453846,193.64,15.4912,61.63,14.6738095,15.8,87.7777778,12.46,100,0.19,21.1111111,3.64,6.61818182,195.28,8.49043478,221.5,4.71276596,2.11921164,92.1396367,0.03420783,2.63137115,0.00032038,0.00042717,0.000327,0.000436004,0,0,0,0,0,0,0,0,0,0,31.81,24.4692308,8.96,17.92,8.60318145,8.60318145,0.39159376,0.30122597,0,0,0.48686312,0.37451009,0.03381297,0.02600997,0.35829286,0.27560989,8.12550343,6.25038725,15.2726088,11.7481606,0.0056586,0.005658596,0,0,0.00828804,0.00828804,0,0,0,0,0,0,0,0,0,0,0.00265115,0.00265115,0.00027602,0.00027602,0,0,0,0,68.5837746063333,1.58517762857143,66.9985969777619,52.1552210631807,37.3342712787222,1.31409328695238,36.0201779917698,28.0399953228786
"FFQ_48.1","Fortified cereals ","1 med bowl, Total, Wheaties, Kashi",NA,"Servings in last 2 weeks",1,"1","133","445.2","RTE cereal, highly fort,",0,1,1,39.57,122.41,3.08,6.16,3.63293422,7.26586843,6.22,22.2142857,6.36703373,22.7394062,191.91,23.98875,192.29,21.3655556,2.23,0.27875,0.67,0.08375,0.1,0.18867925,63.62,100,0,0,9.07,60.4666667,19.9077315,100,0.92,0.76666667,32.16,35.7333333,1.27,100,1.45,100,15.76,98.5,16.6436723,100,2.55,100,250,100,250,100,9.46,2.365,250,100,250,52.9223077,172.72,13.8176,55.91,13.3119048,15,83.3333333,11.6,100,0.17,18.8888889,3.15,5.72727273,195.18,8.48608696,211.81,4.50659574,1.92365066,83.636985,0.03956474,3.04344177,0.00043985,0.00058647,0.00041025,0.000547005,0,0,0,0,0,0,0,0,0,0,30.5,23.4615385,8.26,16.52,7.69092511,7.69092511,0.56431857,0.43409121,0,0,0.52728683,0.40560525,0.0473246,0.03640354,0.27798598,0.21383537,7.16427807,5.51098313,15.0929022,11.6099247,0.00756232,0.007562323,0,0,0.01217773,0.01217773,0,0,0,0,0,0,0,0,0,0,0.0036927,0.0036927,0.00038632,0.00038632,0,0,0,0,65.1806971616667,1.49470668714286,63.6859904745238,52.0267874148548,36.2429530506944,1.23455178014286,35.0084012705516,28.5992984809669
"FFQ_49","Other cold cereals ","1 med bowl, Rice Krispies, Fruit Loops, Kix, Golden Grahams",NA,"Servings in last 2 weeks",0,"1","135","445.4","RTE cereal, other,",0,0,1,45.25,166.05,3.25,6.5,3.22372396,6.44744791,2.84,10.1428571,2.46497037,8.80346559,250,32.255,250,28.8788889,13.51,1.68875,5.74,0.7175,2.78,5.24528302,136.93,100,0,0,1.68,11.2,2.18626332,14.5750888,0.61,0.50833333,12.33,13.7,0.69,57.5,0.76,58.4615385,9.17,57.3125,8.7451369,54.6571056,1.08,63.5294118,231.45,57.8625,250,96.785,8.93,2.2325,222.47,55.6175,31.65,2.43461538,81.82,6.5456,27.53,6.5547619,10.42,57.8888889,2.56,23.2727273,0.1,11.1111111,4.99,9.07272727,248.79,10.8169565,111.95,2.38191489,0.68928873,29.9690753,0.02130302,1.638694,0.00322951,0.00430601,0.0050337,0.006711596,0.00075238,0.00100317,3.5483e-05,4.7311e-05,0,0,0,0,0,0,37.63,28.9461538,12.23,24.46,11.7460921,11.7460921,0.81102128,0.62386253,0.00227512,0.00175009,0.90646391,0.69727993,0.08138242,0.06260186,0.37876323,0.29135633,11.1848335,8.60371811,20.8771813,16.0593702,0.04926977,0.04926977,4.537e-05,4.537e-05,0.00902919,0.00902919,0,0,0,0,6.4639e-07,6.4639e-07,0.00039005,0.00039005,0.00034544,0.00034544,0.00659616,0.00659616,0.00060712,0.00060712,0.05,0.05,0,0,55.6388516466667,2.19544269554238,53.4434089511243,32.1851303529806,20.3139541243611,1.81915785220905,18.4947962721521,11.1380886914496
"FFQ_49.1","Other cold cereals ","1 med bowl, Rice Krispies, Fruit Loops, Kix, Golden Grahams",NA,"Servings in last 2 weeks",1,"1","135","445.4","RTE cereal, other,",0,1,1,42.93,158.8,3.31,6.62,3.20822367,6.41644734,2.8,10,2.53944226,9.06943666,243.85,30.48125,245.21,27.2455556,9.56,1.195,4.7,0.5875,1.42,2.67924528,114.79,100,0,0,1.65,11,2.81261848,18.7507899,0.68,0.56666667,11.64,12.9333333,0.63,52.5,0.7,53.8461538,8.37,52.3125,8.3219668,52.0122925,1.01,59.4117647,229.78,57.445,250,96.21,8.27,2.0675,221.52,55.38,32.9,2.53076923,81,6.48,27.75,6.60714286,9.36,52,2.44,22.1818182,0.11,12.2222222,5.86,10.6545455,236.18,10.2686957,110.59,2.35297872,0.72698656,31.6081114,0.02172172,1.67090177,0.00349918,0.00466557,0.00489023,0.006520305,0.00081202,0.00108269,5.377e-05,7.1693e-05,0,0,2.6314e-07,3.5085e-07,0,0,35.31,27.1615385,11.96,23.92,11.4214957,11.4214957,0.76232557,0.58640428,0.00232799,0.00179076,0.80588432,0.61991102,0.10360244,0.07969418,0.31312653,0.24086656,10.8932533,8.37942562,19.0211654,14.6316657,0.05582629,0.05582629,3.5296e-05,3.5296e-05,0.00954075,0.00954075,0,0,0,0,2.0339e-06,2.0339e-06,0.00063739,0.00063739,0.00036648,0.00036648,0.00596963,0.00596963,0.00055743,0.00055743,0.06,0.06,0,0,53.7556330896667,2.06933888332857,51.6862942063381,32.5480442105404,19.6119491510792,1.71877091047143,17.8931782406077,11.2677444840099
"FFQ_50","Cooked cereals ","1 med. bowl, oatmeal, cream of wheat",NA,"Servings in last 2 weeks",0,"1","131","440.1","Hot brkfst cereals,",0,0,1,230.55,185.53,6.16,12.32,4.47497688,8.94995375,3.56,12.7142857,3.37862706,12.0665252,162.33,20.29125,162.95,18.1055556,7.23,0.90375,0.09,0.01125,0.04,0.0754717,40.14,100,0.28,0.37333333,0.34,2.26666667,0.25918413,1.72789421,1.66,1.38333333,0.07,0.07777778,0.3,25,0.26,20,2.14,13.375,3.20172647,20.0107904,0.23,13.5294118,47.06,11.765,71.2,17.8,12.6,3.15,34.47,8.6175,133.3,10.2538462,181.7,14.536,52.1,12.4047619,4.43,24.6111111,1.33,12.0909091,0.15,16.6666667,11.01,20.0181818,250,12.2934783,195.01,4.14914894,1.0567812,45.9470088,0.03765371,2.89643885,1.0599e-05,1.4132e-05,5.1579e-05,6.87717e-05,0,0,0,0,0,0,0,0,0,0,32.92,25.3230769,6.77,13.54,0.07932688,0.07932688,0.01000458,0.00769583,0.02242893,0.01725302,0.01212956,0.00933043,1.67891518,1.29147322,0.00768045,0.00590804,0.45554818,0.35042168,22.1006439,17.0004953,0.12491836,0.124918361,0,0,0.00122266,0.00122266,0,0,0,0,0,0,5.4145e-05,5.4145e-05,0,0,1.6197e-05,1.6197e-05,1.9274e-06,1.9274e-06,0,0,0,0,43.4549074326667,1.16632814044762,42.288579292219,22.7933915227829,12.3455733692694,0.899434175733333,11.4461391935361,6.16942769015044
"FFQ_50.1","Cooked cereals ","1 med. bowl, oatmeal, cream of wheat",NA,"Servings in last 2 weeks",1,"1","131","440.1","Hot brkfst cereals,",0,1,1,221.55,182.6,6.14,12.28,4.42730754,8.85461508,3.55,12.6785714,3.36844265,12.0301523,162.79,20.34875,163.46,18.1622222,7.99,0.99875,0.35,0.04375,0.04,0.0754717,48.43,100,0.2,0.26666667,0.36,2.4,0.26443626,1.76290837,1.73,1.44166667,0.07,0.07777778,0.27,22.5,0.25,19.2307692,2.05,12.8125,3.08181883,19.2613677,0.23,13.5294118,44.6,11.15,67.33,16.8325,12.11,3.0275,32.53,8.1325,129.14,9.93384615,183.42,14.6736,52.55,12.5119048,4.12,22.8888889,1.35,12.2727273,0.15,16.6666667,11.02,20.0363636,250,11.6269565,194.15,4.13085106,1.0958783,47.6468827,0.03919436,3.01495054,2.7867e-05,3.7155e-05,0.00012741,0.000169876,0,0,0,0,0,0,0,0,0,0,32.03,24.6384615,6.58,13.16,0.06806731,0.06806731,0.02252021,0.01732324,0.02187961,0.01683047,0.02599175,0.01999366,1.57308975,1.21006904,0.00862358,0.00663352,0.42664134,0.32818565,21.1243731,16.2495178,0.11917172,0.119171717,0,0,0.00130934,0.00130934,0,0,0,0,0,0,0.00021035,0.00021035,0,0,0.0001791,0.0001791,9.1901e-06,9.1901e-06,0,0,0,0,43.5408419703333,1.11390792143333,42.4269340489,23.2349036412377,12.1972710291944,0.858928589861905,11.3383424393325,6.2093879733475
"FFQ_51","Eggs ","2 eggs",NA,"Servings in last 2 weeks",0,"1","96","310.1","Eggs/ regular,",0,0,1,100,168,12.47,24.94,0,0,0,0,0,0,169,21.125,169,18.7777778,11,1.375,0,0,9,16.9811321,250,100,0,0,1.35,9,1.674,11.16,5.2,4.33333333,0,0,0.04,3.33333333,0.43,33.0769231,0.08,0.5,2.614,16.3375,0.16,9.41176471,35,8.75,35,8.75,35,8.75,0,0,60,4.61538462,197,15.76,13,3.0952381,1.69,9.38888889,1.27,11.5454545,0.07,7.77777778,30.5,55.4545455,250,15.9565217,148,3.14893617,0.026,1.13043478,0.075,5.76923077,0.028,0.03733333,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.84615385,0.78,1.56,0,0,0,0,0,0,1.12,0.86153846,0,0,0,0,0,0,0,0,0.021,0.021,0,0,0.009,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4895,0.0547619047619048,45.4347380952381,27.0444869614512,10.7623336252778,0.0424542123809524,10.7198794128968,6.38088060291478
"FFQ_51.1","Eggs ","2 eggs",NA,"Servings in last 2 weeks",1,"1","96","310.1","Eggs/ regular,",0,1,1,100,168,12.47,24.94,0,0,0,0,0,0,169,21.125,169,18.7777778,11,1.375,0,0,9,16.9811321,250,100,0,0,1.35,9,1.674,11.16,5.2,4.33333333,0,0,0.04,3.33333333,0.43,33.0769231,0.08,0.5,2.614,16.3375,0.16,9.41176471,35,8.75,35,8.75,35,8.75,0,0,60,4.61538462,197,15.76,13,3.0952381,1.69,9.38888889,1.27,11.5454545,0.07,7.77777778,30.5,55.4545455,250,15.9565217,148,3.14893617,0.026,1.13043478,0.075,5.76923077,0.028,0.03733333,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.84615385,0.78,1.56,0,0,0,0,0,0,1.12,0.86153846,0,0,0,0,0,0,0,0,0.021,0.021,0,0,0.009,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4895,0.0547619047619048,45.4347380952381,27.0444869614512,10.7623336252778,0.0424542123809524,10.7198794128968,6.38088060291478
